# Name                    SName     OName                  RAJ2000  DEJ2000  Discovery SpTypeopt r_SpTypeopt SpTypeir r_SpTypeir spt_adop spt_flt Binary  Variable Non-var Program AORKEY                              Module          ExpTime         ObsDate                          PI                 SNR6um SNR12um Publication   CH4obs e_CH4obs r_CH4obs W3obs  e_W3obs CH4syn e_CH4syn W3syn  e_W3syn Water e_Water Methane e_Methane Ammonia e_Ammonia Silicate e_Silicate Inclination ed_Inclination eu_Inclination Inc_ref   Jmag   e_Jmag Hmag   e_Hmag Kmag   e_Kmag W1mag  e_W1mag W2mag  e_W2mag W3mag  e_W3mag W4mag e_W4mag CH1   eCH1 CH2   eCH2 CH3   eCH3 CH4   eCH4 IRAC_Ref            Period ePeriod Period_ref                AJ(%) e_AJ A3.6(%) e_A3.6 A4.5(%) e_A4.5 ref             parallax eparallax parallax_ref          SpeX Silicate_SM23 e_Silicate_SM23 excess_Si_SM23 e_excess_Si_SM23
  2MASSJ13314894-0116500  1331-0116 ""                     202.9539 -1.2809  Hawl02    L6        Hawl02      L6       Maro15     L6       86.0    ""      ""       ""      20514   15492608                            SL2,SL1         64,200,0,0      2006-01-28                       Golimowski,DavidA. 10     6       Step09        12.62  0.06     Patt06   12.489 0.435   12.506 0.098    ""     ""      1.25  0.08    0.73    0.03      1.02    0.03      1.02     0.13       ""          ""             ""             ""        15.459 0.042  14.475 0.04   14.073 0.068  13.412 0.024   13.123 0.028   12.262 0.267   9.481 ""      12.96 0.02 13.13 0.02 12.95 0.08 12.62 0.06 Patten_etal2006     ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 47.13    1.37      GaiaCollaboration2020 yes  0.86          0.06            -0.18          0.06          
  ULASJ133553.45+113005.2 1335+1130 ""                     203.9725 11.5013  Burn08    ""        ""          T9       Burn08     T9       99.0    ""      ""       ""      40449   27513600                            SL1             0,128,0,0       2008-08-09                       Leggett,SandyK.    0      6       Legg09        13.37  0.07     Burn08   12.151 0.358   ""     ""       ""     ""      ""    ""      6.0     1.12      1.56    0.13      ""       ""         ""          ""             ""             ""        15.815 0.078  15.062 0.068  14.942 0.134  16.877 0.125   13.865 0.042   12.166 0.289   9.098 ""      15.96 0.02 13.91 0.01 14.34 0.04 13.37 0.07 Burningham_etal2008 ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 99.9     1.6       Dupuy-Liu2012         no   ""            ""              ""             ""            
  2MASSJ14252798-3650229  1425-3650 ""                     216.3666 -36.8398 Kend04    L3        Reid08      L4gamma  Gagn15     L3       83.0    ""      Radi14   ""      3136    10370816                            SL2,SL1         6,6,0,0         2005-02-15                       Cruz,Kelle         37     9       Fili15,Suar22 10.11  0.05     Fili15   10.019 0.047   10.123 0.059    ""     ""      1.04  0.01    0.55    0.01      1.08    0.03      1.36     0.06       54          15             36             Vos+2020  13.747 0.028  12.575 0.022  11.805 0.027  10.998 0.022   10.576 0.02    10.01  0.042   9.566 ""      ""    ""   ""    ""   ""    ""   10.11 0.05 Filippazzo_etal2015 3.7    0.8     Radigan_etal2014          0.7   0.3  ""      ""     ""      ""     Vos+2020_table3 84.42    0.31      GaiaCollaboration2020 no   1.32          0.04            0.2            0.04          
  2MASSJ14390030+1839385  1439+1839 LHS377                 219.7512 18.6608  Legg96    sdM7      Gizi97      ""       ""         sdM7     77.0    ""      ""       ""      251     12433664                            SL2,SL1         56,80,0,0       2005-07-01                       Burgasser,AdamJ.   22     9       Suar22        ""     ""       ""       11.859 0.203   11.91  0.054    ""     ""      1.06  0.03    0.66    0.02      1.05    0.04      1.11     0.11       ""          ""             ""             ""        13.194 0.029  12.733 0.03   12.479 0.025  15.57  0.085   15.635 0.154   13.405 ""      9.171 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 25.86    0.06      GaiaCollaboration2020 yes  0.91          0.05            -0.03          0.05          
  2MASSJ14392836+1929149  1439+1929 ""                     219.8634 19.4889  Kirk99    L1        Kirk99      L1       Schn14     L1       81.0    ""      ""       Bail01  51      4187136                             SL2,SL1         16,16,0,0       2005-07-06                       Houck,JamesR.      41     11      Cush06        10.67  0.02     Patt06   10.523 0.057   10.636 0.046    ""     ""      1.09  0.01    0.74    0.02      1.14    0.03      1.04     0.05       ""          ""             ""             ""        12.759 0.019  12.041 0.019  11.546 0.022  11.189 0.023   10.953 0.021   10.529 0.048   8.997 ""      10.91 0.02 10.93 0.03 10.82 0.03 10.67 0.02 Patten_etal2006     ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 70.56    0.18      GaiaCollaboration2020 yes  0.94          0.03            -0.06          0.03          
  2MASSJ14413716-0945590  1441-0945 ""                     220.4049 -9.7664  Mart99    L0.5      Kirk08      L0.4     Bard14     L0.5     80.5    Bouy03  Bail04   ""      50367   26087936                            SL2,SL1         19,54,0,0       2009-03-09                       Cushing,MichaelC.  10     5       Suar22        ""     ""       ""       12.11  0.338   11.81  0.128    ""     ""      1.15  0.05    0.84    0.06      1.29    0.11      0.97     0.2        ""          ""             ""             ""        14.02  0.029  13.19  0.031  12.661 0.03   12.322 0.023   12.079 0.023   12.292 0.297   9.366 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  6.02   ""      Bailer-Jones2004          ""    ""   ""      ""     ""      ""     Vos+2020_table3 30.66    0.71      Weinberger_etal2016   no   0.87          0.1             -0.09          0.1           
  2MASSJ14482563+1031590  1448+1031 ""                     222.1068 10.5331  Wils03    L4        Reid08      L5.5     Schn14     L4       84.0    ""      ""       ""      3136    10371072                            SL2,SL1         14,14,0,0       2005-02-14                       Cruz,Kelle         27     7       Fili15,Suar22 11.06  0.08     Fili15   10.827 0.088   11.077 0.083    ""     ""      1.15  0.01    0.58    0.02      0.96    0.03      1.37     0.1        ""          ""             ""             ""        14.556 0.034  13.433 0.033  12.683 0.031  11.893 0.022   11.48  0.02    10.849 0.073   8.982 ""      ""    ""   ""    ""   ""    ""   11.06 0.08 Filippazzo_etal2015 ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 69.64    0.53      GaiaCollaboration2020 yes  1.26          0.05            0.1            0.05          
  2MASSJ14563831-2809473  1456-2809 LHS3003,LP914-54       224.1594 -28.1635 Bess91    M7        Kirk95      M7       Geba02     M7       77.0    ""      ""       ""      29      3876608                             SL2,SL1,LL2,LL1 0.5,0.5,12,12   2004-02-29                       Houck,JamesR.      33     11      Cush06        8.36   0.01     Patt06   8.273  0.025   8.336  0.05     8.254  0.071   1.06  0.01    0.69    0.02      1.19    0.02      1.1      0.04       ""          ""             ""             ""        9.965  0.026  9.315  0.022  8.928  0.027  8.686  0.022   8.487  0.02    8.274  0.023   8.116 0.268   8.47  0.02 8.49  0.01 8.39  0.02 8.36  0.01 Patten_etal2006     ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 141.79   0.06      GaiaCollaboration2020 no   0.94          0.04            -0.01          0.04          
  2MASSJ14571496-2121477  1457-2121 Gl570D                 224.316  -21.3689 Burg00b   T7        Burg03d     T7.5     Burg06b    T7.5     97.5    ""      ""       Koen04  51      4186368                             SL2,SL1         16,16,0,0       2005-02-15                       Houck,JamesR.      10     13      Cush06        11.97  0.07     Patt06   10.784 0.086   11.995 0.099    ""     ""      1.32  0.1     4.29    0.18      1.52    0.07      0.59     0.09       ""          ""             ""             ""        15.324 0.048  15.268 0.089  15.242 0.156  14.824 0.034   12.114 0.023   10.863 0.082   9.19  ""      13.8  0.04 12.12 0.02 12.77 0.11 11.97 0.07 Patten_etal2006     ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 169.88   0.07      GaiaCollaboration2020 yes  0.4           0.02            -0.05          0.02          
  2MASSJ15031961+2525196  1503+2525 ""                     225.8317 25.4222  Burg03a   T6        Burg03d     T5       Burg06b    T5       95.0    ""      ""       Gira13  51      6314496                             SL2,SL1         16,16,0,0       2005-07-06                       Houck,JamesR.      16     14      Cush06        11.54  0.04     Grif12   10.709 0.071   11.422 0.08     ""     ""      1.24  0.05    2.51    0.11      1.47    0.05      0.68     0.07       ""          ""             ""             ""        13.937 0.024  13.856 0.031  13.963 0.059  13.507 0.024   11.723 0.021   10.53  0.049   9.091 ""      12.77 0.01 11.76 0.01 ""    ""   11.54 0.04 Griffith_etal2012   ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 155.78   0.76      GaiaCollaboration2020 yes  0.51          0.03            -0.0           0.03          
  2MASSJ15065441+1321060  1506+1321 ""                     226.7264 13.3517  Gizi00    L3        Gizi00      L3       Schn14     L3       83.0    ""      ""       Geli02  51      12496384                            SL2,SL1         16,16,0,0       2005-07-09                       Houck,JamesR.      39     12      Cush06        10.58  0.01     Patt06   10.491 0.062   10.548 0.046    ""     ""      1.07  0.01    0.56    0.01      1.08    0.02      1.25     0.05       ""          ""             ""             ""        13.365 0.023  12.38  0.021  11.741 0.019  11.176 0.023   10.876 0.021   10.527 0.052   9.257 ""      10.86 0.02 10.85 0.06 10.69 0.02 10.58 0.01 Patten_etal2006     ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 85.42    0.19      GaiaCollaboration2020 yes  1.17          0.04            0.05           0.04          
  2MASSJ15074769-1627386  1507-1627 ""                     226.9486 -16.4611 Reid00    L5        Kirk00      L5.5     Knap04     L5       85.0    ""      Metc15   ""      51      4190208                             SL2,SL1         16,16,0,0       2005-08-08                       Houck,JamesR.      58     17      Cush06        9.99   0.01     Patt06   9.685  0.048   9.977  0.035    ""     ""      1.24  0.02    0.73    0.01      1.07    0.02      1.12     0.04       23          2              2              Vos+2017  12.83  0.027  11.895 0.024  11.312 0.026  10.667 0.023   10.378 0.022   9.622  0.038   8.783 ""      10.27 0.03 10.4  0.02 10.14 0.02 9.99  0.01 Patten_etal2006     2.5    0.1     Metchev_etal2015          ""    ""   0.53    0.11   0.45    0.09   Vos+2020_table3 134.95   0.26      GaiaCollaboration2020 yes  1.02          0.02            -0.08          0.02          
  2MASSJ15150083+4847416  1515+4847 ""                     228.7474 48.8011  Wils03    L6        Cruz07      L6.5     Cruz03     L6       86.0    ""      ""       Buen14  51      12494336                            SL2,SL1         16,16,0,0       2005-03-19                       Houck,JamesR.      32     14      Cush06        10.83  0.02     Patt06   10.461 0.05    10.889 0.05     ""     ""      1.28  0.02    0.8     0.02      1.09    0.02      0.95     0.06       ""          ""             ""             ""        14.111 0.029  13.099 0.031  12.5   0.024  11.708 0.023   11.322 0.021   10.515 0.043   9.495 ""      11.31 0.02 11.33 0.02 11.07 0.02 10.83 0.02 Patten_etal2006     ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 101.96   0.26      GaiaCollaboration2020 yes  0.88          0.04            -0.15          0.04          
  2MASSJ15164306+3053443  1516+3053 ""                     229.1791 30.8957  Chiu06    ""        ""          T0.5     Chiu06     T0.5     90.5    ""      Metc15   ""      20514   15493120                            SL2,SL1         80,200,0,0      2005-08-15                       Golimowski,DavidA. 12     11      Step09        12.47  0.04     Legg07   12.093 0.203   12.513 0.064    ""     ""      1.37  0.11    0.98    0.06      1.19    0.05      0.76     0.11       ""          ""             ""             ""        16.848 0.154  15.868 0.161  15.081 0.092  14.128 0.027   13.401 0.029   12.247 0.191   9.641 ""      13.61 0.03 13.39 0.03 12.89 0.03 12.47 0.04 Leggett_etal2007    6.7    ""      Metchev_etal2015          ""    ""   2.4     0.2    1.3     0.7    Vos+2020_table3 48.2     2.7       Best_etal2020         yes  0.76          0.06            0.06           0.06          
  2MASSJ15203974+3546210  1520+3546 ""                     230.1673 35.7709  Chiu06    ""        ""          T0       Chiu06     T0       90.0    ""      ""       Metc15  20514   14793984                            SL2,SL1         32,96,0,0       2005-08-15                       Golimowski,DavidA. 16     10      Step09        12.26  0.03     Legg07   11.998 0.186   12.203 0.066    ""     ""      1.3   0.09    1.09    0.06      1.17    0.04      0.78     0.09       ""          ""             ""             ""        15.54  0.058  14.579 0.053  14.0   0.054  13.417 0.024   12.885 0.025   11.9   0.141   9.383 ""      12.94 0.03 12.89 0.03 12.49 0.03 12.26 0.03 Leggett_etal2007    ""     ""      ""                        ""    ""   0.3     0.0    0.45    0.0    Vos+2020_table3 57.4     4.8       Best_etal2020         yes  0.7           0.05            -0.02          0.05          
  2MASSJ15232263+3014562  1523+3014 Gl584C,etaCrBC         230.8443 30.2489  Kirk00    L8        Kirk00      L8       Geba02     L8       88.0    ""      ""       ""      51      12497664                            SL2,SL1         16,16,0,0       2005-03-19                       Houck,JamesR.      16     7       Cush06,Suar22 12.21  0.14     Fili15   11.905 0.181   12.279 0.088    ""     ""      1.21  0.03    1.01    0.04      1.13    0.04      0.85     0.09       ""          ""             ""             ""        16.056 0.099  14.928 0.081  14.348 0.067  13.488 0.024   12.969 0.026   11.793 0.135   9.213 ""      ""    ""   ""    ""   ""    ""   12.21 0.14 Filippazzo_etal2015 ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 55.98    0.78      vanLeeuwen2007        yes  0.82          0.05            -0.01          0.05          
  2MASSJ15261405+2043414  1526+2043 ""                     231.5584 20.7279  Kirk00    L7        Kirk00      L5       Schn14     L7       87.0    ""      ""       ""      51      4191488                             SL2,SL1         16,16,0,0       2004-03-03                       Houck,JamesR.      11     2       Cush06,Suar22 12.32  0.04     Patt06   12.301 0.256   12.272 0.144    ""     ""      1.29  0.08    0.84    0.07      1.08    0.1       0.92     0.19       ""          ""             ""             ""        15.586 0.055  14.497 0.044  13.922 0.052  13.153 0.025   12.826 0.025   12.54  0.267   9.613 ""      12.79 0.02 12.87 0.03 12.6  0.11 12.32 0.04 Patten_etal2006     ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 48.31    0.78      GaiaCollaboration2020 yes  0.87          0.08            -0.07          0.08          
  2MASSJ16102900-0040530  1610-0040 ""                     242.6206 -0.6816  Lepi03    sdL       Lepi03      sdM7     Burg07     sdL      80.0    Dahn08  ""       Koen13  51      12496640                            SL2,SL1         16,16,0,0       2005-08-07                       Houck,JamesR.      24     5       Suar22        ""     ""       ""       11.088 0.134   11.349 0.087    ""     ""      1.01  0.01    0.68    0.03      1.05    0.04      1.15     0.08       ""          ""             ""             ""        12.911 0.022  12.302 0.022  12.019 0.027  11.639 0.025   11.517 0.023   11.32  0.157   9.03  ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 31.02    0.26      Dahn_etal2008         no   1.04          0.05            0.09           0.05          
  2MASSJ16154416+3559005  1615+3559 ""                     243.934  35.9832  Kirk00    L3        Kirk00      L3.6     Bard14     L3       83.0    ""      Bail04   ""      51      12495104                            SL2,SL1         16,16,0,0       2005-02-16                       Houck,JamesR.      16     4       Cush06,Suar22 ""     ""       ""       11.434 0.132   11.687 0.121    ""     ""      1.09  0.02    0.55    0.02      1.19    0.07      1.3      0.13       ""          ""             ""             ""        14.539 0.033  13.515 0.029  12.935 0.029  12.324 0.024   12.019 0.023   11.54  0.136   9.342 0.494   ""    ""   ""    ""   ""    ""   ""    ""   ""                  7.47   ""      Bailer-Jones2004          ""    ""   ""      ""     ""      ""     Vos+2020_table3 50.16    0.29      GaiaCollaboration2020 no   1.22          0.08            0.1            0.08          
  2MASSJ16241436+0029158  1624+0029 ""                     246.0597 0.4877   Stra99    T6        Pine16      T6       Burg06b    T6       96.0    ""      Buen14   ""      51      4185600                             SL2,SL1         16,16,0,0       2005-08-07                       Houck,JamesR.      8      9       Cush06        12.84  0.09     Patt06   12.163 0.394   12.79  0.145    ""     ""      1.24  0.09    2.44    0.12      1.43    0.06      0.62     0.08       ""          ""             ""             ""        15.494 0.054  15.524 0.1    15.518 ""     15.121 0.044   13.085 0.032   12.496 0.446   9.064 ""      14.3  0.03 13.08 0.02 13.25 0.08 12.84 0.09 Patten_etal2006     ""     ""      Buenzli_etal2014          ""    ""   ""      ""     ""      ""     Vos+2020_table3 90.9     1.2       Tinney_etal2003       yes  0.45          0.02            -0.05          0.02          
  2MASSJ16262034+3925190  1626+3925 ""                     246.5839 39.4221  Burg04a   sdL4      Burg07      sdL      Burg04a    sdL4     84.0    ""      ""       ""      251     13659392                            SL2,SL1         64,72,0,0       2005-06-03                       Burgasser,AdamJ.   12     5       Suar22        ""     ""       ""       12.174 ""      12.826 0.115    ""     ""      0.95  0.05    0.69    0.05      1.08    0.08      1.08     0.13       ""          ""             ""             ""        14.435 0.029  14.533 0.05   14.466 0.074  16.823 0.109   15.911 0.158   13.056 ""      9.164 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 32.33    0.15      GaiaCollaboration2020 yes  0.95          0.06            -0.2           0.06          
  2MASSJ16580380+7027015  1658+7027 ""                     254.5158 70.4505  Gizi00    L1        Gizi00      ""       ""         L1       81.0    ""      Geli02   ""      51      4193024                             SL2,SL1,LL2,LL1 16,16,4,4       2004-04-17                       Houck,JamesR.      34     12      Cush06,Suar22 ""     ""       ""       10.844 0.058   11.084 0.052    10.854 0.108   1.09  0.02    0.74    0.02      1.04    0.04      0.97     0.07       ""          ""             ""             ""        13.288 0.024  12.47  0.032  11.915 0.023  11.604 0.023   11.384 0.022   10.829 0.047   9.592 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  1.89   0.01    Gelino_etal2002           ""    ""   ""      ""     ""      ""     Vos+2020_table3 54.13    0.13      GaiaCollaboration2020 no   0.91          0.05            -0.09          0.05          
  2MASSJ17072343-0558249  1707-0558 ""                     256.8476 -5.9737  Gizi02    M9        Gizi02      M9       McEl06     M9       79.0    Reid06  ""       ""      3136    10371584                            SL2,SL1         6,6,0,0         2005-04-17                       Cruz,Kelle         49     16      Suar22        ""     ""       ""       9.399  0.045   9.587  0.036    ""     ""      1.08  0.01    0.7     0.01      1.1     0.02      1.1      0.04       ""          ""             ""             ""        12.052 0.023  11.26  0.027  10.711 0.024  10.215 0.023   9.939  0.02    9.441  0.042   8.975 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 83.58    0.19      GaiaCollaboration2020 yes  0.98          0.02            0.03           0.02          
  2MASSJ17210390+3344160  1721+3344 ""                     260.2651 33.738   Cruz03    L3        Cruz03      L5       Burg08a    L3       83.0    ""      Metc15   ""      50059   25365760                            SL2,SL1         64,64,0,0       2008-08-01                       Burgasser,AdamJ.   49     12      Suar22        11.4   0.02     Patt06   11.123 0.11    11.453 0.038    ""     ""      1.1   0.02    0.62    0.02      1.11    0.03      1.19     0.09       27          4              4              Vos+2017  13.625 0.023  12.952 0.026  12.489 0.02   11.933 0.024   11.601 0.022   11.209 0.093   8.91  ""      11.58 0.02 11.62 0.02 11.49 0.04 11.4  0.02 Patten_etal2006     2.6    0.1     Metchev_etal2015          ""    ""   0.33    0.07   0.29    0.0    Vos+2020_table3 61.79    0.16      GaiaCollaboration2020 no   1.09          0.05            -0.02          0.05          
  2MASSJ17281150+3948593  1728+3948 ""                     262.0479 39.8165  Kirk00    L7        Kirk00      L6.5     Schn14     L7       87.0    Gizi03  ""       ""      51      4191744                             SL2,SL1         16,16,0,0       2004-04-16                       Houck,JamesR.      17     5       Cush06,Suar22 12.13  0.03     Patt06   11.743 0.15    12.156 0.121    ""     ""      1.09  0.05    0.74    0.05      1.06    0.08      1.22     0.18       ""          ""             ""             ""        15.988 0.076  14.756 0.066  13.909 0.048  13.107 0.024   12.639 0.024   11.865 0.125   9.79  ""      12.72 0.02 12.66 0.01 12.29 0.04 12.13 0.03 Patten_etal2006     ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 36.4     0.6       Dupuy-Liu2017         yes  1.05          0.12            0.11           0.12          
  2MASSJ17312974+2721233  1731+2721 ""                     262.8739 27.3565  Reid08    L0        Reid08      L0       Alle13     L0       80.0    ""      ""       ""      3136    10371840                            SL2,SL1         6,6,0,0         2005-08-04                       Cruz,Kelle         41     15      Suar22        ""     ""       ""       9.875  0.043   9.997  0.039    ""     ""      1.04  0.01    0.72    0.01      1.17    0.02      1.0      0.04       ""          ""             ""             ""        12.094 0.027  11.391 0.03   10.914 0.021  10.597 0.023   10.322 0.02    9.889  0.037   9.075 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 83.65    0.09      GaiaCollaboration2020 no   0.91          0.03            -0.03          0.03          
  2MASSJ17534518-6559559  1753-6559 ""                     268.4383 -65.9988 Reid08    L4        Reid08      L4       Maro13     L4       84.0    ""      Metc15   ""      3136    10372096                            SL2,SL1         12,12,0,0       2005-09-08                       Cruz,Kelle         18     5       Suar22        ""     ""       ""       11.032 0.099   11.406 0.115    ""     ""      1.06  0.02    0.5     0.02      0.91    0.04      1.51     0.18       ""          ""             ""             ""        14.095 0.028  13.108 0.027  12.424 0.029  11.837 0.025   11.519 0.022   11.127 0.093   9.383 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  50.0   ""      Metchev_etal2015          ""    ""   0.25    0.0    ""      ""     Vos+2020_table3 63.58    0.26      GaiaCollaboration2020 no   1.37          0.09            0.22           0.09          
  2MASSJ18071593+5015316  1807+5015 ""                     271.8164 50.2588  Cruz03    L1.5      Cruz03      L1       Wils03     L1.5     81.5    ""      Mile17   ""      3136    10372352                            SL2,SL1         6,6,0,0         2005-07-13                       Cruz,Kelle         25     9       Suar22        ""     ""       ""       10.505 0.056   10.668 0.068    ""     ""      1.05  0.01    0.65    0.02      1.13    0.03      1.16     0.07       ""          ""             ""             ""        12.934 0.024  12.127 0.031  11.602 0.025  11.241 0.023   10.965 0.021   10.52  0.046   9.188 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  1.71   0.3     Miles-Paez_etal2017b      ""    ""   ""      ""     ""      ""     Vos+2020_table3 68.47    0.1       GaiaCollaboration2020 yes  1.05          0.04            0.01           0.04          
  2MASSJ18212815+1414010  1821+1414 ""                     275.3673 14.2336  Loop08    L4.5      Loop08      L5p      Kirk10     L4.5     84.5    ""      Metc15   ""      51      16176128                            SL2,SL1         16,16,0,0       2006-04-21                       Houck,JamesR.      117    36      Loop08        ""     ""       ""       9.928  0.052   10.098 0.023    ""     ""      1.16  0.01    0.61    0.01      1.0     0.01      1.38     0.03       61          17             17             Vos+2017  13.431 0.024  12.396 0.019  11.65  0.021  10.845 0.029   10.478 0.021   9.943  0.045   9.151 0.508   ""    ""   ""    ""   ""    ""   ""    ""   ""                  4.2    0.1     Metchev_etal2015          ""    ""   0.54    0.05   0.71    0.14   Vos+2020_table3 107.03   0.19      GaiaCollaboration2020 yes  1.25          0.01            0.11           0.01          
  2MASSJ18284076+1229207  1828+1229 ""                     277.1698 12.4891  Kirk10    M8p       Kirk10      M7.5p    Kirk10     M8p      78.0    ""      ""       ""      24      16202240                            SL2,SL1         14,14,0,0       2006-04-20                       Roellig,Thomas     6      2       Kirk10,Suar22 ""     ""       ""       12.683 0.505   13.053 0.269    ""     ""      1.09  0.05    0.7     0.06      1.1     0.11      1.05     0.16       ""          ""             ""             ""        14.605 0.041  14.046 0.046  13.787 0.057  13.447 0.029   13.197 0.037   12.445 ""      9.095 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 20.61    0.21      GaiaCollaboration2020 yes  1.19          0.11            0.23           0.11          
  2MASSJ19165762+0509021  1916+0509 Gl752B,VB10            289.2401 5.1506   vanB61    M8        Henr90      M8       Bard14     M8       78.0    ""      ""       ""      29      12486401                            SL2,SL1,LL2,LL1 1,1,8,8         2005-10-11                       Houck,JamesR.      52     19      Cush06        8.14   ""       Patt06   8.041  0.021   8.112  0.033    8.053  0.05    1.08  0.01    0.68    0.01      1.16    0.03      1.06     0.02       ""          ""             ""             ""        9.908  0.025  9.226  0.026  8.765  0.022  11.665 0.026   11.835 0.025   12.556 ""      8.527 ""      8.29  0.02 8.3   0.03 8.15  0.01 8.14  0.0  Patten_etal2006     ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 168.95   0.07      GaiaCollaboration2020 yes  0.92          0.03            -0.04          0.03          
  2MASSJ19360187-5502322  1936-5502 ""                     294.0079 -55.0423 Reid08    L5        Reid08      L4       Maro13     L5       85.0    Pope13  ""       Koen13  3136    10372608                            SL2,SL1         14,14,0,0       2005-09-14                       Cruz,Kelle         15     4       Suar22        ""     ""       ""       11.682 0.384   11.749 0.123    ""     ""      1.21  0.03    0.7     0.04      1.09    0.08      1.21     0.12       ""          ""             ""             ""        14.486 0.039  13.628 0.035  13.046 0.032  12.278 0.024   11.998 0.023   11.646 0.448   8.146 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 43.12    0.4       GaiaCollaboration2020 no   1.0           0.07            -0.11          0.07          
  2MASSJ20575409-0252302  2057-0252 ""                     314.4754 -2.8751  Cruz03    L1.5      Cruz03      L1.5     Kend04     L1.5     81.5    ""      Koen13   ""      3136    10373120                            SL2,SL1         6,6,0,0         2005-05-25                       Cruz,Kelle         23     4       Fili15,Suar22 ""     ""       ""       10.277 0.08    10.642 0.086    ""     ""      1.06  0.02    0.69    0.03      1.11    0.05      1.05     0.12       ""          ""             ""             ""        13.121 0.024  12.268 0.024  11.724 0.025  11.261 0.022   10.981 0.02    10.431 0.079   8.906 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  ""     ""      Koen2013                  ""    ""   ""      ""     ""      ""     Vos+2020_table3 64.71    0.17      GaiaCollaboration2020 yes  0.97          0.04            -0.07          0.04          
  2MASSJ21321145+1341584  2132+1341 ""                     323.0477 13.6995  Cruz07    L6        Cruz07      L6       Schn14     L6       86.0    Sieg07  ""       ""      50367   26087168                            SL2,SL1         62,158,0,0      2009-01-04                       Cushing,MichaelC.  12     7       Suar22        ""     ""       ""       11.645 ""      12.487 0.1      ""     ""      1.15  0.05    0.66    0.04      1.04    0.05      1.27     0.14       ""          ""             ""             ""        15.795 0.062  14.604 0.055  13.839 0.058  13.059 0.025   12.63  0.028   12.044 ""      9.147 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  ""     ""      ""                        ""    ""   ""      ""     ""      ""     Vos+2020_table3 35.6     0.6       Dupuy-Liu2017         yes  1.05          0.06            0.02           0.06          
  2MASSJ21392676+0220226  2139+0220 ""                     324.8629 2.34     Reid08    T2        Pine16      T1.5     Burg06b    T1.5     91.5    ""      Radi12   ""      3136    12913664                            SL2,SL1         8,8,0,0         2005-05-25                       Cruz,Kelle         10     2       Fili15,Suar22 ""     ""       ""       10.496 0.084   11.658 0.2      ""     ""      1.22  0.04    0.99    0.07      0.99    0.06      0.72     0.13       90          1              0              Vos+2017  15.264 0.049  14.165 0.053  13.582 0.045  12.718 0.023   11.928 0.024   10.665 0.105   8.686 ""      ""    ""   ""    ""   ""    ""   ""    ""   ""                  7.721  0.005   Radigan_etal2012          26.0  ""   11.0    1.0    10.0    1.0    Vos+2020_table3 101.5    2.0       Smart_etal2013        yes  0.64          0.06            -0.01          0.06          
